ID,Título,Status do Museu,Localização,Geolocalização manual
81146,Museu Histórico de Cametá,Aberto,"-2.24228,-49.496368",False
81147,Casa da Cultura Nair Mendes Moreira - Museu Histórico de Contagem,Aberto,"-19.932557,-44.054341",False
81148,Museu Histórico do Município de Ribeirão Claro,Aberto,"-23.194611,-49.76022",False
81149,Museu Comunitário: Casa de Câmara e Cadeia,Aberto,"-3.6221529,-39.5074254",False
81150,Memorial Presidente Tancredo Neves,Fechado,"-22.118234,-45.056056",False
81151,Casa da Memória e Cemitério do Imigrante de Joinville,Aberto,"-26.299547,-48.852062",False
81152,Museu Histórico Municipal de São José - Gilberto Gerlach,Aberto,"-27.614754,-48.626278",False
81153,Memorial dos Prefeitos,Aberto,"-22.161933,-43.294699",False
81154,Museu do Remo,Aberto,"-8.053613,-34.876498",False
81155,Observatório Municipal de Campinas Jean Nicolini,Aberto,"-22.887382,-46.943483",False
81156,Casa da Memória de Mongaguá,Aberto,"-24.096749,-46.623928",False
81157,Museu Histórico Municipal de Nova Petrópolis,Aberto,"-29.370881,-51.10857",False
81158,Museu Paleontológico Otaviano Florentino Ritir,Aberto,"-9.230869,-37.352763",False
81159,Parque Estadual das Várzeas do Rio Ivinhema,Aberto,"-20.4439029100578,-54.5663452148438",False
81160,Museu Histórico Joaquim Vicente de Souza,Aberto,"-23.686118,-49.832316",False
81161,Museu dos Capuchinhos - MUSCAP,Aberto,"-29.1777541,-51.197005",False
81162,Colônia Villa Nova,Aberto,"-29.798958,-50.450126",False
81163,Museu de Arte Sacra da Universidade Federal da Bahia,Fechado,"-12.979096539415174,-38.51627463535647",False
81164,Fundação Vera Chaves Barcellos,Aberto,"-30.0761035,-51.0448591",False
81165,Memorial da Cervejaria Bohemia,Fechado,"-22.50616485,-43.1847564682698",False
81166,Centro Cultural da Bíblia,Aberto,"-22.903754,-43.181453",False
81167,Museu da Polícia Militar de Santa Catarina Major Lara Ribas,Fechado,"-27.5929301150779,-48.5629391670227",False
81168,Museu Histórico Municipal de Cristais,Aberto,"-20.87376,-45.517163",False
81169,Casa da Cultura Ivan Marrocos,Aberto,"-8.762835,-63.909884",False
81170,Museu Municipal Olindo Feldkircher,Aberto,"-28.629922,-52.950294",False
81171,Museu da Cachaça - Catanduva,Aberto,"-21.1614908,-48.988782600000036",False
81172,Parque Estadual do Monge,Aberto,"-25.7844738069543,-49.692063331604",False
81173,Museu da Saudade,Fechado,"-20.7746728725733,-41.67240858078",False
81174,Museu Solar Ferreiro Torto,Aberto,"-5.853345,-35.326115",False
81175,Museu Municipal de São Jorge do Ivaí,Aberto,"-23.434064,-52.293405",False
81176,Museu do Instituto Biológico,Aberto,"-23.5840344,-46.6480914",False
81177,Museu Ferroviário de Santa Maria,Aberto,"-29.687304,-53.815484",False
81178,Ecomuseu da Ilha da Pólvora - Universidade Federal do Rio Grande (FURG),Aberto,"-32.0289266,-52.1059983",False
81180,"Fundação Museu de História, Pesquisa e Arqueologia do Mar",Aberto,"-23.8206771,-45.4102123",False
81181,Museu de Ciências Naturais - Viamão,Aberto,"-30.109379,-50.672474",False
81182,Memorial Amazônico da Navegação,Aberto,"-1.46381,-48.505223",False
81183,Memorial da Mata Atlântica - Universidade Federal da Bahia,Fechado,"-13.004952,-38.508955",False
81184,Memorial Serpro - Regional Porto Alegre,Aberto,"-30.037153,-51.23293",False
81185,Museu da Mantiqueira (virtual),Aberto,"-22.6843110197824,-45.7253551483154",False
81186,Museu de Geologia da Universidade Estadual de Maringá,Aberto,"-23.405196,-51.93817689999999",False
81187,Casa da Ecologia - Instituto Pau Brasil de História Natural,Aberto,"-23.405441,-46.32436",False
81188,Caixa Cultural Curitiba,Aberto,"-25.428277,-49.265663",False
81189,Jardim Botânico da Fundação Zoobotânica do Rio Grande do Sul,Aberto,"-30.051579,-51.180661",False
81190,Museu Municipal de Colorado,Aberto,"-22.838253,-51.97682",False
81191,Sala Memória de Porto Acre,Aberto,"-9.581761,-67.548369",False
81192,Museu da Polícia Militar de Mato Grosso Coronel Pm Rr Ubaldo Monteiro da Silva,Aberto,"-15.610149,-56.10262",False
81193,Arma - Galeria de Artes,Aberto,"-5.3659915,-49.122799",False
81194,Museu Engenho Jundiá,Aberto,"-7.656383111227132,-35.322160720825195",False
81195,Museu da Santa Casa,Aberto,"-22.245652,-43.698496",False
81196,Espaço Cultural Estação Férrea Várzea Grande,Aberto,"-29.4148043,-50.8599404",False
81197,Museu Universo Compesa,Aberto,"-8.0434915,-34.8747024",False
81198,Instituto Moreira Salles - Centro Cultural,Aberto,"-23.544799,-46.65878",False
81199,Museu Vivo de História Local da Faculdade de Ciências Humanas de Curvelo,Aberto,"-18.753202,-44.43068",False
81200,Museu Casa de Anita,Aberto,"-28.4832587,-48.7834814",False
81201,Museu das Artes Gráficas,Fechado,"-23.521062,-46.653028",False
81202,Acervo Municipal Governador Doutor Francelino Pereira dos Santos,Aberto,"-21.202629,-42.612621",False
81203,Museu Arqueológico do Parque Estadual de Vila Rica do Espírito Santo,Aberto,"-23.914021,-51.98102",False
81204,Museu Eco-cultural Monte Olimpo,Aberto,"-3.61176424863811,-40.4589557647705",False
81205,Museu de Arte Sacra do Convento de Santo Antônio,Aberto,"-7.115496,-34.864441",False
81206,Parque Estadual do Prosa,Aberto,"-20.456597,-54.62116",False
81207,Memorial Major José Tenório,Fechado,"-9.643507,-36.212832",False
81208,Museu Casa Costa e Silva,Aberto,"-29.800067,-51.865865",False
81209,Museu da Indumentária e da Moda (virtual),Aberto,"-23.5718542555126,-46.6317915916443",False
81210,Museu de Ciências Naturais do Parque Estadual de Dois Irmãos,Aberto,"-8.010644,-34.947134",False
81211,Museu Histórico Municipal de São Caetano do Sul,Aberto,"-23.602647,-46.575927",False
81212,Museu Drogasil,Fechado,"-23.569243,-46.741631",False
81213,Museu São Pedro de Alcântara,Aberto,"-21.0749397007766,-41.498225927352905",False
81214,Museu Amsterdam Sauer,Aberto,"-22.983805,-43.209252",False
81215,Centro Cultural e Comunitário Ezequiel Ronchi,Aberto,"-20.494260564475,-40.7719695568085",False
81216,Museu Memorial Noronhense,Aberto,"-3.84049041730851,-32.4104833602905",False
81217,Museu Público Municipal de Santo Augusto,Aberto,"-27.853058,-53.778133",False
81218,Casa de Cultura Jorge Amado,Aberto,"-14.798662,-39.03383",False
81219,Casa da Imagem e Memória,Aberto,"-28.658303,-56.004152",False
81220,Espaço Grupo RBS,Aberto,"-30.050004,-51.218014",False
81221,Acervo Cultural Eugênio Penzo,Aberto,"-22.193156,-55.952201",False
81222,Museu do Motor - Universidade Federal do Rio Grande do Sul,Aberto,"-30.034065,-51.218798",False
81223,Museu Casa de Rondon,Aberto,"-12.7802399,-60.0864683",False
81224,Museu dos Ferroviários de Araguari,Aberto,"-18.646037,-48.193843",False
81225,Museu Ferroviário de Valença,Aberto,"-22.2474838,-43.7066852",False
81226,Casa Memorial Governador Régis Pacheco,Aberto,"-14.8506481,-40.8385248",False
81227,Museu do Santuário do Caraça,Aberto,"-20.073884,-43.406531",False
81228,Fundação Museu do Zebu Edilson Lamartine Mendes,Aberto,"-19.764123,-47.939137",False
81229,Museu de Arte Contemporânea de Goiás - MAC,Aberto,"-16.710603,-49.228052",False
81230,Museu Municipal Ricardo Martins Szsesz Filho,Fechado,"-24.5309024028748,-49.9318420886993",False
81231,Museu Arqueológico Municipal São José do Cedro,Aberto,"-26.456613,-53.495976",False
81232,Museu Municipal Dico Quirino,Aberto,"-19.6763,-51.181842",False
81233,Instituição Evangélica de Novo Hamburgo,Aberto,"-29.688045,-51.133345",False
81234,Museu dos Ex-combatentes da Força Expedicionária Brasileira da Região Nordeste do Rio Grande do Sul naII Guerra Mundial,Aberto,"-29.1634,-51.179675",False
81235,Museu Digital da História da Medicina do Amazonas,Aberto,"-3.130572,-60.027184",False
81236,Casa de Cultura Dona Ezy - Museu Remigense,Aberto,"-6.9657775,-35.795243200000016",False
81237,Museu Maçonico Past-grão Mestre Mário Verçosa,Aberto,"-3.060561,-59.99188",False
81238,Memorial do Poder Judiciário do Estado do Ceará,Aberto,"-3.812029,-38.487463",False
81239,Museu do Colégio Municipal Pelotense - Sala Luiz Curi Hallal,Aberto,"-31.759642,-52.346218",False
81240,Memorial Tomaz Salustino,Aberto,"-6.255241,-36.514982",False
81241,Museu Granbery,Aberto,"-21.767196,-43.345071",False
81242,Memorial Montalvão,Aberto,"-14.4202076,-44.364571",False
81243,Museu das Culturas Dom Bosco,Aberto,"-20.455624,-54.576065",False
81244,Museu Desembargador Tycho Brahe Fernandes Neto,Aberto,"-27.602001,-48.547981",False
81245,Museu do Eucalipto,Aberto,"-22.41209,-47.552275",False
81246,Museu Público Municipal Ida Schneider,Aberto,"-26.97155,-53.639573",False
81248,Memorial Raimundo Marinho,Aberto,"-10.29076,-36.586446",False
81249,Museu Ferroviário José Pereira Palhares,Aberto,"-22.156178,-43.282926",False
81250,"Centro de Formação, Pesquisa e Memória Cultural - Casa do Carnaval",Aberto,"-8.066831,-34.879191",False
81251,Museu São Norberto,Aberto,"-23.397133,-47.002267",False
81252,Museu da História de Pitangui,Aberto,"-19.6844992,-44.8936667",False
81253,Museu de Mineralogia e Arte Sacra,Fechado,"-20.506382,-43.862069",False
81254,Museu Virtual de São Luiz do Paraitinga,Aberto,"-23.547971152333,-46.6406267881393",False
81255,Museu das Comunicações Marechal Rondon,Fechado,"-10.877434315039,-61.941282749176",False
81256,Museu da Fundação Nacional de Saúde,Aberto,"-15.7841107,-47.8882466",False
81257,Museu de Arte Sacra - Igreja de Nossa Senhora da Conceição,Aberto,"-22.89417,-43.118495",False
81258,Museu Leonor e Benevides Beraldo,Aberto,"-23.854064,-46.94209",False
81259,Museu Universitário Walter Zumblick - Universidade do Sul de Santa Catarina,Aberto,"-28.482891,-49.019219",False
81260,Casa da Memória Marechal Rondon,Aberto,"-15.222288,-59.344065",False
81261,Museu Histórico e Pedagógico Francisco Blasi - MUHP,Aberto,"-22.892788,-48.444973",False
81262,Museu Dona Leontina,Aberto,"-18.6781420690237,-53.6374425888061",False
81263,Centro de Ciências de Araraquara,Aberto,"-21.810182,-48.181677",False
81264,Memorial Exalte,Aberto,"-13.5324414913784,-39.9746131896973",False
81265,União dos Moradores de Baiacuí Icatu - Maranhão,Aberto,"-2.772107393610426,-44.05039072036743",False
81266,Museu do Selo,Aberto,"-7.13762178325875,-35.8414149284363",False
81267,Museu da Diocese,Fechado,"-14.3981038742648,-56.4353942871094",False
81268,Casa de Memória do Tronco Velho Pankararu,Aberto,"-9.1243366,-38.1946794",False
81269,Memorial do São Paulo Futebol Clube,Aberto,"-23.600034,-46.720106",False
81270,Museu do Cartaz e da Gravura Paulo Menten,Aberto,"-24.049362,-52.364645",False
81271,Museu Municipal Pastor Karl Ramminger,Aberto,"-27.106232,-53.395223",False
81272,Museu do Boneco Animado,Aberto,"-25.5353751,-49.2062747",False
81273,Casa da Cultura Otacílio Novaes,Aberto,"-12.078713,-41.095812",False
81274,Casa da Cultura José Francisco Madeira de Viveiros,Fechado,"-22.527113,-43.731641",False
81275,Museu Municipal Magnus Leopoldo Kerber,Aberto,"-27.373043999261988,-51.90499305725098",False
81276,Museu a Céu Aberto,Aberto,"-20.208714,-50.932435",False
81277,Museu Municipal Napoleão de Mattos Macêdo,Aberto,"-12.142448,-45.001132",False
81278,Parque Estadual do Pau-oco,Aberto,"-25.510076,-54.566922",False
81280,Parque Estadual do Cantão,Aberto,"-9.276528,-49.95257",False
81281,Memorial Aluízio Alves,Fechado,"-5.8334747,-35.2135476",False
81282,Parque Estadual do Turvo,Aberto,"-27.1947929053053,-53.9253616333008",False
81283,Museu Espaço dos Anjos,Aberto,"-21.530487,-42.64337",False
81284,Museu Herbário CESJ - Universidade Federal de Juiz de Fora,Aberto,"-21.773489,-43.369238",False
81286,Museu Histórico e Pedagógico Amador Bueno da Veiga,Aberto,"-22.410091,-47.563878",False
81287,Museu Centro de Memórias Leopoldo Hermes,Fechado,"-26.7774415,-53.0507282",False
81288,Museu da Ong Raízes,Aberto,"-6.0923641,-39.4556856",False
81289,Casa do Imigrante Carl Weege,Aberto,"-26.796637,-49.165329",False
81290,Museu da Cadeira,Aberto,"-22.953572,-43.195256",False
81291,Museu de Arte de Santa Maria,Aberto,"-29.695144,-53.81449",False
81292,Museu Casa Verde,Fechado,"-14.787814,-39.272529",False
81293,Museu Anchieta,Aberto,"-23.548762,-46.632905",False
81294,Museu do Sol,Aberto,"-21.4159,-50.075976",False
81295,Museu Municipal de São Mateus,Aberto,"-18.721888,-39.858316",False
81296,Centro Cultural Professor Jair Nunes Macuco,Aberto,"-21.93145,-42.60505",False
81297,Museu do Forte Orange,Aberto,"-7.748075,-34.830639",False
81298,Casa de Nhozinho,Fechado,"-2.52911829162331,-44.3065255880356",False
81299,Centro Vivo da Memória Contemporânea,Fechado,"-16.696625,-49.237062",False
81300,Museu Padre Aristides Andrade Sales,Aberto,"-2.924329,-39.91257",False
81301,Museu Comunitário e Centro de Cultura Xavante de Sangradouro,Aberto,"-15.5459836047272,-54.2549514770508",False
81302,Museu Histórico e Pedagógico Cacique Tibiriçá,Aberto,"-22.271439782336916,-51.49737238883972",False
81303,Museu Histórico de Alcântara,Aberto,"-2.4038968,-44.4153646",False
81304,Museu Patrício Corrêa da Câmara,Fechado,"-31.2756165942077,-54.1303253173828",False
81305,Memória da Propaganda - Museu Virtual,Aberto,"-30.0131826730987,-51.1733722686768",False
81306,Memorial Gazola,Aberto,"-29.1798358,-51.1635383",False
81307,Museu de Arte Sacra da Diocese de Uberlândia,Aberto,"-18.9252456460685,-48.3019065856934",False
81308,Jardim Botânico Municipal Francisca Maria Garfunkel Rischbieter,Aberto,"-25.442041,-49.238749",False
81309,Museu de Arte Sacra da Igreja do Carmo,Aberto,"-15.848742,-48.955704",False
81310,Centro de Interpretação da Natureza Frans Krajcberg/parque Ecológico da Klabin,Aberto,"-24.3279807,-50.6425585",False
81311,Museu Itinerante de Itapipoca,Aberto,"-3.49984235227574,-39.5816588401794",False
81312,Fazenda Pau D'alho,Aberto,"-22.2459047,-43.7068632",False
81313,Museu Municipal Oneyda Alvarenga,Aberto,"-21.5570106769448,-45.4348289966583",False
81314,Parque Estadual do Caracol,Fechado,"-29.35649,-50.812433",False
81315,Museu Emílio Fonteles,Aberto,"-3.053186030276505,-40.169005477912165",False
81316,Núcleo Antártico - Universidade Federal de Santa Maria,Fechado,"-29.7215493,-53.7183707",False
81317,Centro de Memória da Justiça do Trabalho da 11ª Região - TRT 11,Aberto,"-3.1302455,-60.0133973",False
81318,Museu Arqueológico do Lajedo de Soledade,Aberto,"-5.653881,-37.794938",False
81319,Museu Guido Viaro,Aberto,"-25.4274018,-49.261235",False
81320,Museu da Roça Professor Mário Tertuliano Jardim Ornellas,Aberto,"-20.9646465,-49.0325538",False
81321,Museu de Favela,Aberto,"-22.9750285092863,-43.1943798065186",False
81322,Centro Cultural Palácio Conde dos Arcos,Aberto,"-15.933749,-50.140423",False
81323,Centro Aprendiz de Pesquisador,Aberto,"-23.8517562,-46.4050388",False
81324,Museu de História da Medicina de Alagoas,Aberto,"-9.667494,-35.736721",False
81325,Museu Carlos Augusto Borba - Criciúma Esporte Clube,Aberto,"-28.682819,-49.3675814",False
81326,Museu Histórico e Cultural Doutor Salomão Alves de Moura Brasil,Aberto,"-4.368662746205859,-38.809075355529785",False
81327,Museu Municipal das Comunicações,Aberto,"-10.878138,-61.932679",False
81328,Centro de Memória Municipal Doutor José de Magalhães Pinto,Aberto,"-20.08724621138,-45.2911323308945",False
81329,Parque Estadual do Boguaçu,Aberto,"-25.5136682702658,-48.499231338501",False
81330,Museu Virtual de Biociências,Aberto,"-22.3973799737547,-47.5534629821777",False
81331,Memorial Cultural Doutor Wilson da Cunha Benevides,Aberto,"-16.1810137,-40.6987018",False
81332,Museu de Artes Visuais da Universidade de Campinas,Aberto,"-22.8175544,-47.0708342",False
81333,Museu Arqueológico da Lapinha - Castelinho,Fechado,"-19.56138746169861,-43.96011829376221",False
81334,Parque Estadual do Juquery,Aberto,"-23.334447,-46.681513",False
81335,Instituto Moreira Salles - Centro Cultural Poços de Caldas,Aberto,"-21.782263,-46.562471",False
81336,Museu Histórico e Pedagógico João Theodoro Xavier,Aberto,"-22.4313135,-46.9599221",False
81337,Casa da Encenação de São Vicente - Parque Cultural Vila de São Vicente,Aberto,"-23.9685385783947,-46.3881826400757",False
81338,Memorial Sebrae - Brasília - Virtual,Aberto,"-15.8349451,-47.9158884",False
81339,Museu Sacro Fernando Cunha Lima,Aberto,"-6.854578209079275,-35.488028526306145",False
81340,Museu Farmacêutico Moura,Aberto,"-31.768685,-52.341388",False
81341,Museu Levino Nunes de Alencar Barros,Aberto,"-8.070032946310873,-39.12007212638854",False
81342,Memória Ipiranga,Aberto,"-30.045777,-51.229956",False
81343,Museu Municipal Parque da Baronesa,Aberto,"-31.756556,-52.319944",False
81344,Museu Sto Lat (Museu dos 100 Anos),Aberto,"-26.195519,-49.268073",False
81345,Museu Virtual de Brasileiros e Brasileiras no Exterior,Aberto,"-19.9166813,-43.9344931",False
81346,Museu Lidia Baís,Aberto,"-20.463906,-54.619982",False
81347,Memorial do Pão de Queijo Geraldo Farias e Dalia Farias,Aberto,"-17.848586,-40.353671",False
81348,Museu do Automóvel de Fortaleza,Aberto,"-3.767382,-38.488847",False
81350,Museu da Uva e do Vinho Primo Slomp,Aberto,"-29.1634,-51.179675",False
81351,Arquivo Público Municipal Maria da Glória Foohs,Aberto,"-26.10573,-49.80117",False
81352,Museu Ferroviário Deusdolar Ferreira Gomes,Aberto,"-22.70406778644423,-46.99247360229492",False
81353,Museu da Escrita Professora Maria Isaurita Gomes Morais,Aberto,"-3.7452684,-38.5048492",False
81354,Museu Cultural do Rádio,Aberto,"-22.649818938842017,-43.088035583496094",False
